Item_Identifier,Item_Weight,Item_Type,Item_MRP,Fat_Content,Outlet_Type,Item_Outlet_Sales
FDW47,15,12,121.5414,1,1,2436.828
FDA07,,4,122.9072,1,3,4532.7664
FDZ16,,8,193.5478,1,3,4649.9472
FDN09,,7,241.6828,1,3,4873.656
FDB50,13,11,77.2986,,1,1246.3776
NCL06,14.65,5,262.9594,1,1,5233.188
DRG03,,1,153.9998,1,3,5229.1932
DRM59,5.88,10,152.2998,,1,3075.996
FDU25,12.35,11,57.3246,,1,1332.2658
NCU42,9,5,169.6474,,1,2526.711
FDH21,10.395,16,158.4604,,4,158.4604
DRO47,10.195,10,111.786,3,1,1697.79
FDC44,,4,115.7518,1,3,5351.0346
NCL29,9.695,13,158.9604,,1,1743.0644
FDL48,19.35,6,48.8034,3,1,340.2238
FDJ21,16.7,7,146.6102,1,2,2770.3938
FDT40,5.985,8,128.4678,3,1,508.6712
NCD43,8.85,5,103.7964,,4,210.3928
FDM28,15.7,8,180.266,3,1,1617.894
FDR35,12.5,12,198.8742,3,1,5773.1518
NCP17,19.35,13,65.6168,1,2,383.5008
FDT23,7.72,12,79.8986,,1,1090.5804
FDX15,17.2,3,162.1578,3,1,1283.6624
NCU42,,5,166.5474,1,3,4379.6324
FDV23,,12,125.7046,1,3,3237.1196
FDY34,,7,163.9842,3,4,331.5684
FDE16,8.895,8,208.3954,,4,1041.977
FDV60,20.2,6,195.311,,1,3338.987
FDQ44,20.5,4,120.0756,3,1,2302.3364
FDZ09,17.6,7,165.2868,2,1,3111.9492
FDW36,11.15,6,106.8622,1,1,2011.3818
NCZ30,,5,121.9098,1,3,3374.2744
FDL09,19.6,7,167.2816,,1,2013.3792
FDE05,10.895,8,147.7102,,1,1895.5326
DRO35,13.85,10,114.2492,,1,1853.5872
FDN60,15.1,6,159.7604,,1,2693.8268
NCZ29,15,13,125.2362,3,1,1384.1982
FDX08,12.85,4,179.9318,1,2,2706.477
FDZ16,16.85,8,194.1478,,4,1162.4868
DRL37,15.5,2,44.477,2,1,865.54
FDL21,15.85,7,41.048,3,1,479.376
FDW10,21.2,7,174.837,,1,5469.547
FDB53,13.35,8,148.3392,3,1,3877.6192
DRM49,6.11,2,46.6086,3,1,624.5204
NCD06,13,5,44.906,1,1,652.484
FDN10,,7,118.9124,1,3,2844.2976
FDS13,,11,266.5884,3,4,1324.942
FDH38,6.425,11,115.6808,1,1,1406.1696
FDY21,,7,195.111,1,3,5303.097
FDT60,12,6,124.6388,,1,2105.2596
DRZ24,7.535,2,120.344,1,1,3835.008
FDW56,7.68,4,190.9162,1,1,5195.2374
FDG57,14.7,4,48.6034,,1,194.4136
FDY14,10.3,1,263.0226,2,1,6079.4198
FDS19,13.8,4,76.2012,,1,1669.8264
FDX01,10.1,11,114.715,3,1,815.605
FDV32,7.785,4,64.251,,1,1328.271
DRI39,13.8,1,54.893,,1,679.116
NCU05,11.8,13,81.7618,1,2,966.7416
NCA29,10.5,5,171.1106,,1,3593.3226
FDO10,,7,58.7588,3,4,400.8116
DRL47,19.7,10,124.2362,,1,1887.543
FDA50,,1,98.441,3,4,96.541
FDU23,,12,167.1184,1,3,2476.776
FDR27,15.1,3,134.4942,1,2,1854.9188
DRH36,16.2,2,74.9696,,1,2162.5184
FDZ51,11.3,3,96.3094,2,1,666.4658
FDQ40,,8,175.7712,3,4,351.5424
FDB17,,8,180.1976,3,4,181.0976
FDQ16,19.7,8,108.6912,,1,2183.824
FDG09,20.6,4,188.0556,,1,2065.3116
DRI59,9.5,10,223.5088,,1,4697.8848
FDH47,13.5,15,96.1068,2,1,1846.9292
FDA21,13.65,7,186.3924,3,1,1665.8316
NCO05,7.27,13,97.7384,2,1,591.2304
NCL31,,14,144.747,3,4,143.147
NCH42,6.86,5,231.201,,1,6201.927
FDG57,14.7,4,47.5034,2,1,972.068
NCQ50,,5,211.9218,1,3,3419.5488
FDK24,9.195,6,45.2744,,1,679.116
DRG39,14.15,1,54.2982,1,1,1104.5622
FDX46,12.3,7,60.4562,3,1,1777.686
FDY01,11.8,11,116.7834,2,1,2303.668
FDJ40,13.6,8,110.0912,3,1,1965.4416
FDS01,11.6,11,178.2686,1,1,1955.4546
FDJ09,15,7,43.6744,,1,407.4696
FDT49,7,11,105.628,1,1,1384.864
FDW50,13.1,1,168.4158,1,1,1504.0422
FDV39,11.3,3,197.7426,,1,2570.6538
FDY36,12.3,6,73.838,,1,1245.046
NCE18,10,5,248.175,2,1,3495.45
FDB05,,8,247.2776,3,4,743.0328
FDK14,6.98,11,82.4934,1,2,982.7208
FDP10,19,7,107.0622,3,1,1376.2086
FDC45,17,4,172.5106,3,1,2053.3272
FDS48,15.15,6,152.3708,3,1,3159.8868
FDX04,,8,49.4376,3,4,191.7504
FDQ20,,4,40.8138,1,3,1543.3244
FDU13,8.355,11,146.9418,,1,1029.9926
NCR53,12.15,13,224.4404,2,1,1800.3232
FDN49,17.25,9,40.048,1,1,399.48
FDR31,6.46,4,144.6102,2,1,2916.204
DRI03,,1,175.3028,1,3,3719.1588
FDL58,5.78,7,262.2568,3,1,5273.136
NCJ05,18.7,13,151.9682,2,1,3354.3004
FDS10,19.2,7,180.3318,,1,3428.2042
FDK34,,7,240.1564,1,3,7150.692
FDW48,,6,81.8618,3,4,161.1236
FDE08,,4,147.7734,1,3,4602.6754
NCH06,,5,245.646,1,3,3695.19
FDV08,7.35,4,39.9454,1,2,377.5086
FDQ15,20.35,3,81.6276,3,1,1787.0072
FDL56,,4,88.9198,1,3,3139.9128
DRC12,17.85,2,189.7188,3,1,2285.0256
FDX49,4.615,11,231.33,2,1,4660.6
FDJ09,15,7,47.2744,3,1,679.116
FDN23,,12,145.8444,1,3,3773.7544
DRD01,12.1,2,56.7614,1,2,1049.9666
FDS43,11.65,4,187.324,,1,1864.24
FDY48,,6,104.4332,3,4,307.5996
FDU12,15.5,6,262.1568,,4,527.3136
FDX33,9.195,7,158.5578,3,1,2406.867
FDH45,15.1,4,43.2796,1,2,123.8388
FDJ10,5.095,7,140.3838,2,1,1826.2894
FDX32,15.1,4,142.5786,1,2,3323.0078
DRG51,12.1,1,165.3526,1,1,3453.5046
NCB31,6.235,5,263.791,1,2,2103.928
FDW47,15,12,121.8414,,4,243.6828
FDT20,,4,39.1164,1,3,1235.7248
FDI34,10.65,7,232.3668,3,1,3685.8688
FDH56,9.8,4,114.2492,,4,463.3968
DRJ47,18.25,10,173.408,2,1,1038.648
FDP04,,8,62.0168,1,3,1534.0032
NCZ06,19.6,5,251.8698,1,1,3551.3772
FDY37,17,11,144.247,,1,3149.234
FDO46,9.6,7,190.2872,1,1,4727.18
FDI10,8.51,7,173.5422,1,1,5000.8238
NCT42,5.88,5,150.3392,1,2,447.4176
FDE29,8.905,8,60.2878,1,2,1151.1682
FDQ11,,12,258.8988,1,3,3083.9856
FDS20,8.85,4,183.8292,2,1,2554.0088
FDR26,20.7,1,177.2028,1,2,3364.9532
NCH43,,5,216.6192,3,4,215.7192
FDO25,6.3,11,209.627,1,2,3984.813
FDB40,17.5,1,144.6102,1,2,2187.153
FDB14,,11,92.312,3,4,372.848
FDW23,5.765,6,40.1164,3,1,540.6296
FDZ23,17.75,6,186.924,1,2,3169.208
FDX35,5.035,12,229.0036,,1,4326.3684
FDX24,8.355,6,94.1462,3,1,2221.1088
DRG15,6.13,1,63.0536,,1,1225.072
FDY60,10.5,6,143.3128,3,1,1438.128
FDK02,12.5,11,119.144,1,2,3235.788
FDK24,,6,45.4744,1,3,1041.3112
NCA05,20.75,13,150.4734,3,1,890.8404
FDN33,,7,93.0436,1,3,2363.59
FDA09,13.35,7,179.066,,1,2696.49
FDK50,7.96,11,163.2894,3,1,4530.1032
NCE55,8.92,5,175.237,,1,2117.244
FDG12,6.635,6,121.8098,1,1,2048.6666
FDC37,15.5,6,106.7938,2,1,3215.814
DRG15,6.13,1,62.4536,3,1,1225.072
FDQ58,7.315,7,154.434,3,1,1378.206
FDQ51,16,3,46.1718,,4,94.5436
FDR46,16.85,7,146.576,,4,439.428
FDC50,15.85,11,94.4094,1,2,1047.3034
FDJ09,15,7,43.4744,3,1,543.2928
NCC18,19.1,5,172.3422,3,1,2586.633
FDL04,19,8,105.4622,2,1,952.7598
FDH48,13.5,6,84.654,1,1,1211.756
FDD38,16.75,11,99.8674,1,1,2342.9502
FDT47,,12,95.9068,1,3,3207.8244
FDE41,9.195,8,85.9566,,1,1691.132
FDH19,19.35,3,173.8738,,1,2432.8332
FDW26,11.8,1,224.1772,,1,2890.9036
FDW35,10.6,12,40.6454,,1,167.7816
FDQ55,13.65,4,115.5834,,1,1382.2008
FDV22,14.85,7,158.263,1,1,2659.871
NCN29,,13,48.2034,3,4,97.2068
FDQ26,13.5,1,60.1562,3,1,1599.9174
FDV24,5.635,6,150.005,,1,1797.66
FDG50,7.405,11,92.4146,,1,1459.4336
NCF42,,5,177.0712,3,4,351.5424
FDT46,11.35,7,51.9008,,1,708.4112
DRE49,,2,153.8024,1,3,7741.9224
FDV56,16.1,4,109.3596,,1,1186.4556
FDD32,17.7,4,80.9276,1,2,487.3656
NCN19,13.1,14,188.853,3,1,3225.801
FDQ48,14.3,6,96.5726,2,1,2251.0698
FDW34,,7,244.317,1,3,8262.578
NCS38,8.6,5,114.3176,,1,1946.7992
FDL58,5.78,7,264.5568,1,2,6327.7632
FDY59,8.195,6,91.8462,,1,2313.655
FDZ03,13.65,1,184.824,3,1,3355.632
FDP60,17.35,6,102.3016,,1,1619.2256
NCI30,20.25,5,246.646,3,1,2463.46
FDO03,,3,230.5352,3,4,687.1056
FDZ20,16.1,4,252.3356,3,1,3815.034
FDQ31,,4,89.7856,1,3,966.7416
FDY03,17.6,3,113.2202,1,2,2025.3636
FDW45,18,7,148.4418,,1,4119.9704
NCO41,12.5,13,99.0384,,4,197.0768
FDK16,9.065,8,94.4094,2,1,2856.282
FDZ16,16.85,8,195.5478,3,1,4262.4516
NCD18,16,5,228.4668,,1,2534.0348
FDF52,9.3,8,181.6292,2,1,2371.5796
FDF09,6.215,4,37.9848,3,1,782.9808
FDW43,20.1,4,226.6036,,1,6831.108
FDU19,8.77,4,170.5422,,1,2759.0752
FDA50,16.25,1,95.141,3,1,2220.443
FDS48,15.15,6,150.4708,2,1,2106.5912
NCH07,13.15,5,159.5604,2,1,1901.5248
NCK54,12.15,5,117.615,2,1,1514.695
FDD53,,8,41.8454,3,4,41.9454
FDV58,20.85,7,197.5452,3,1,4306.3944
FDI08,18.2,4,247.2092,3,1,3486.1288
FDD08,8.3,4,36.6506,1,2,455.4072
FDX34,6.195,7,120.1098,,1,2892.2352
FDX55,15.1,4,216.4166,,1,2830.3158
NCS05,11.5,13,130.7942,,1,2782.3782
FDL04,19,8,105.4622,3,1,1905.5196
FDJ53,10.5,8,120.2098,1,2,602.549
FDB47,8.8,7,210.6612,1,1,2508.7344
NCS29,,13,264.1884,3,4,264.9884
FDB33,17.75,4,160.4262,,1,3182.524
FDL52,,8,39.8506,3,4,37.9506
FDB03,17.75,1,242.1538,3,1,4326.3684
FDW20,20.75,4,123.373,3,1,2093.941
FDT10,16.7,7,60.6562,1,2,592.562
FDK04,,8,55.5588,1,3,1145.176
NCL07,13.85,14,40.248,,1,319.584
FDZ31,15.35,4,191.1504,3,1,1725.7536
FDE45,12.1,4,177.3002,3,1,3044.7034
NCK54,12.15,5,118.515,1,2,1398.18
DRE15,,1,74.8012,3,4,303.6048
NCQ38,16.35,14,106.128,3,1,1917.504
FDB08,,4,160.1578,1,3,3048.6982
DRF49,7.27,2,111.8518,1,2,2277.036
DRC27,13.8,1,246.9802,1,1,5896.3248
FDB37,20.25,6,240.3538,1,1,4086.0146
FDS35,9.3,12,65.7826,3,1,968.739
FDE47,14.15,15,125.6046,1,1,1618.5598
NCT53,,13,164.5526,1,3,2302.3364
FDL14,8.115,11,154.8972,3,1,1713.7692
FDP21,,7,190.8872,3,4,945.436
NCV54,11.1,5,120.1124,,1,1896.1984
NCO41,12.5,13,96.7384,3,1,2759.0752
FDQ59,9.8,12,84.6908,3,1,1006.6896
FDQ01,19.7,11,253.1014,1,2,2805.0154
FDQ48,14.3,6,95.9726,,1,2153.1972
FDP09,19.75,7,213.5902,1,1,4460.1942
FDK55,18.5,3,89.4172,2,1,1605.9096
NCJ43,,5,174.1396,1,3,4012.1108
FDI07,12.35,3,199.0426,3,1,3361.6242
NCW41,,13,156.9604,1,3,4278.4308
FDG33,5.365,16,169.7764,1,1,3263.7516
NCO05,,13,97.2384,1,3,2660.5368
FDH53,20.5,8,82.8592,3,1,908.1512
FDR49,8.71,11,49.5376,3,1,1198.44
FDF33,,16,109.4596,1,3,1833.6132
FDQ51,16,3,48.1718,,1,756.3488
FDZ38,17.6,1,171.6422,2,1,3793.7284
FDV52,20.7,8,118.9466,,1,353.5398
FDM50,13,11,61.922,3,1,1557.972
FDV60,20.2,6,195.811,,1,2553.343
FDG60,20.35,6,232.7616,2,1,2812.3392
FDN13,18.6,9,101.1358,2,1,1105.8938
DRN59,,10,46.206,1,3,1304.968
FDU02,13.35,1,229.9352,,1,2519.3872
FDZ58,17.85,7,120.9072,1,2,2817.6656
NCQ38,16.35,14,105.528,2,1,2024.032
FDF39,14.85,1,263.791,,1,4207.856
FDT03,21.25,3,183.1608,,1,2756.412
FDN09,14.15,7,242.7828,2,1,3167.8764
FDJ02,17.2,11,145.9418,3,1,1765.7016
FDN44,,4,161.592,1,3,4314.384
FDQ34,10.85,7,107.4622,,1,529.311
FDX31,20.35,4,233.2958,3,1,4206.5244
NCH55,16.35,5,124.802,,4,253.004
DRM47,9.3,10,191.6846,3,1,3057.3536
DRL01,,2,231.8958,1,3,8413.0488
FDO12,15.75,6,196.5452,,1,3131.9232
NCK30,14.85,5,253.2698,,1,2283.0282
FDP16,18.6,8,243.6802,,1,5896.3248
NCG06,16.35,5,256.4646,1,2,515.3292
FDX36,9.695,6,226.1404,3,1,3375.606
FDT09,15.15,7,130.0284,,1,3559.3668
FDF08,14.3,4,88.9856,3,1,1669.8264
FDA43,10.895,4,194.8794,,4,585.2382
NCN06,8.39,5,165.1868,,1,2784.3756
DRF15,18.35,1,151.934,2,1,306.268
NCX05,15.2,13,116.3492,2,1,2548.6824
FDM21,20.2,7,259.4646,3,1,2061.3168
NCG54,,5,172.3106,1,3,5475.5392
FDD26,8.71,11,185.6924,,1,3331.6632
FDU23,12.15,12,163.1184,3,1,3467.4864
FDO37,8.06,9,232.0326,,1,3003.4238
FDP19,11.5,4,130.6652,,4,258.3304
FDT13,14.85,11,187.3214,3,1,4333.6922
FDY07,11.8,4,45.2402,1,2,1148.505
DRI47,14.7,10,143.5128,1,1,2444.8176
NCW42,,5,221.2456,3,4,663.1368
NCQ50,18.75,5,214.1218,2,1,4488.1578
FDQ09,7.235,7,115.1834,,1,1382.2008
FDI20,,4,211.5586,1,3,4432.2306
NCP05,19.6,13,150.9024,1,1,3795.06
FDH02,7.27,11,92.2488,,1,814.9392
FDH45,15.1,4,42.0796,,1,454.0756
DRG49,7.81,2,243.5486,,4,488.6972
FDA37,7.81,11,125.5046,3,1,3237.1196
FDS13,6.465,11,266.8884,,1,1059.9536
NCW42,,5,220.8456,1,3,4199.8664
FDK15,10.8,3,100.5042,1,2,1884.8798
FDX51,9.5,3,196.8452,3,1,3523.4136
FDJ20,20.7,4,125.5388,2,1,2105.2596
DRK59,8.895,10,235.9616,,1,1874.8928
FDL45,15.6,7,125.2704,1,2,2628.5784
FDH41,9,8,214.5534,2,1,3440.8544
FDD05,19.35,8,120.9098,,1,1687.1372
FDZ39,19.7,3,102.599,,1,2063.98
FDY35,,12,44.0402,3,4,91.8804
NCE06,5.825,5,160.7894,1,2,1617.894
FDE57,,4,140.6154,1,3,4538.0928
FDD33,12.85,4,233.8642,1,2,2323.642
FDQ10,12.85,7,172.4422,,1,4483.4972
FDN15,17.5,3,139.918,2,1,419.454
FDS50,17,1,221.1114,3,1,4434.228
FDX21,7.05,7,111.1912,3,1,1965.4416
FDL58,5.78,7,264.0568,3,1,2109.2544
FDK09,15.2,7,229.0352,3,1,2290.352
FDS08,,4,178.437,1,3,3175.866
FDE20,11.35,4,169.279,3,1,2376.906
FDF04,17.5,8,257.7304,,1,5683.2688
FDA50,16.25,1,95.541,1,1,1544.656
FDX08,12.85,4,179.7318,1,1,2165.1816
FDD05,,8,122.4098,1,3,3012.745
FDG41,8.84,8,109.9228,1,2,1547.3192
FDU39,,3,58.3562,1,3,1125.8678
NCQ43,17.75,14,107.5912,3,1,1528.6768
NCY42,6.38,5,143.347,,1,858.882
FDF26,,11,153.2998,1,3,3998.7948
FDC20,10.65,4,57.1272,3,1,279.636
FDX14,13.1,1,75.0354,3,1,902.8248
DRC49,,2,145.7128,1,3,4026.7584
FDM40,10.195,8,143.1154,,1,2410.8618
FDE10,6.67,7,131.2626,,1,2098.6016
NCU17,5.32,13,103.8674,,1,509.337
FDB36,,6,133.1626,1,3,2492.0894
DRF13,12.1,2,144.3444,1,2,1161.1552
FDL13,13.85,9,232.73,1,2,6291.81
NCH55,16.35,5,125.602,1,1,3036.048
NCF18,18.35,5,192.8504,2,1,2876.256
FDC09,15.5,4,102.0332,,4,102.5332
FDV09,12.1,7,150.4734,3,1,2078.6276
FDV09,12.1,7,148.2734,3,1,3266.4148
FDU16,19.25,8,85.2908,2,1,671.1264
FDD26,8.71,11,183.3924,3,1,3146.5708
NCA29,10.5,5,170.9106,2,1,3251.1014
FDZ26,11.6,1,240.8222,1,2,3585.333
FDT56,16,4,55.9246,,4,405.4722
FDF22,6.865,7,214.6218,,1,1923.4962
FDH21,10.395,16,159.5604,,1,2852.2872
FDD44,8.05,4,259.0646,3,1,4380.2982
FDS56,5.785,4,264.2252,,1,3934.878
FDF21,10.3,4,191.653,1,1,5313.084
FDM44,12.5,4,103.099,1,2,722.393
DRK01,7.63,2,92.5436,1,1,1607.2412
FDO22,13.5,7,78.396,3,1,1438.128
FDP57,17.5,7,101.299,,1,722.393
DRF49,,2,112.0518,3,4,113.8518
DRK11,8.21,10,150.5392,1,2,1043.9744
FDT51,11.65,3,110.9544,1,2,335.5632
FDE58,18.5,7,119.8124,,1,4029.4216
FDT23,7.72,12,78.7986,1,2,856.8846
NCT42,5.88,5,149.4392,3,1,1640.5312
FDJ41,6.85,8,262.3594,3,1,3924.891
NCF42,,5,176.1712,1,3,3691.1952
FDA19,7.52,4,128.8994,2,1,2055.9904
FDW09,13.65,7,81.2302,3,1,2059.9852
NCO14,,5,46.2086,1,3,802.9548
FDO39,6.985,3,185.2608,,1,2940.1728
FDR45,,7,240.6222,1,3,4302.3996
FDA15,9.3,1,248.9092,,4,498.0184
FDY13,12.1,11,74.767,2,1,2220.443
FDY31,5.98,4,145.3418,1,2,2354.2688
NCS29,9,13,266.2884,1,1,2914.8724
FDJ52,7.145,8,160.6578,1,2,2246.4092
NCX41,19,13,211.7244,,1,2752.4172
FDQ36,7.855,6,35.6848,,1,335.5632
FDV35,19.5,12,156.1314,3,1,2792.3652
FDE02,8.71,11,92.7778,3,1,1032.6558
FDA34,11.5,15,173.908,1,2,1211.756
NCL42,18.85,5,244.3144,1,1,5635.3312
FDE14,13.65,11,98.77,,1,1697.79
DRD25,6.135,2,114.386,1,1,1018.674
DRF01,5.655,2,146.9102,1,2,1749.7224
FDF39,14.85,1,261.291,2,1,10256.649
FDP01,20.75,9,153.7682,3,1,1829.6184
FDB10,10,7,234.859,1,2,1181.795
FDY14,10.3,1,263.6226,3,1,6608.065
FDR57,5.675,7,156.1288,3,1,2828.3184
NCH29,5.51,13,98.9726,1,2,1565.9616
FDJ45,17.75,16,33.9216,,1,830.9184
FDZ48,17.75,6,113.1544,1,2,1006.6896
FDV44,8.365,4,189.2188,,1,4570.0512
FDR01,,11,200.4742,3,4,398.1484
FDZ57,10,7,128.2994,2,1,1413.4934
FDI08,18.2,4,250.1092,1,1,5727.2116
DRA24,19.35,2,163.3868,3,1,3439.5228
FDS39,,3,143.7812,1,3,4986.842
NCL31,7.39,14,141.447,2,1,2290.352
FDD34,7.945,7,163.821,1,1,1794.331
FDC34,16,7,157.0972,3,1,4673.916
NCK05,20.1,13,59.2536,3,1,735.0432
FDB32,20.6,4,94.4778,,4,93.8778
FDC03,8.575,1,196.5794,,1,5267.1438
FDO19,17.7,4,47.9034,1,2,729.051
FDZ28,20,8,125.4678,,4,127.1678
FDK28,5.695,8,256.0646,,4,1288.323
NCU30,5.11,5,164.721,1,2,3588.662
FDV57,15.25,7,178.166,,1,4853.682
FDB02,,11,177.837,1,3,6704.606
FDD52,18.25,1,110.357,2,1,2087.283
FDN34,15.6,7,170.6132,2,1,6595.4148
FDB50,13,11,76.3986,1,1,778.986
FDS55,7.02,4,147.3734,1,1,2524.0478
FDR21,19.7,7,177.537,3,1,3175.866
NCD07,9.1,5,112.5518,1,1,341.5554
FDO11,8,12,249.9092,,4,249.0092
NCC54,17.75,13,240.9196,1,2,4579.3724
FDV35,19.5,12,156.4314,1,1,2326.971
NCU29,7.685,13,145.276,3,1,3515.424
NCZ53,9.6,13,188.7214,,4,376.8428
DRE03,19.6,1,45.5718,,4,47.2718
FDZ09,17.6,7,163.6868,,4,163.7868
FDE40,15.6,1,63.6194,,1,743.0328
NCS18,12.65,5,108.4938,1,1,1500.7132
FDX24,,6,94.4462,1,3,2036.0164
FDS34,,7,112.1518,1,3,3870.9612
NCS53,14.5,13,159.5604,,1,1426.1436
FDH38,6.425,11,116.5808,1,2,2460.7968
DRM35,9.695,10,176.9344,,1,5888.3352
DRI25,19.6,2,56.1614,2,1,828.921
NCP06,20.7,5,152.8366,3,1,2569.3222
FDT02,12.6,1,34.9874,,1,529.311
NCP14,8.275,5,104.2306,2,1,3658.571
NCD43,,5,106.1964,3,4,210.3928
FDP20,19.85,4,128.102,2,1,1265.02
FDK04,7.36,8,55.2588,,4,229.0352
FDQ15,20.35,3,82.7276,,4,162.4552
FDE11,17.7,15,183.7924,1,1,2221.1088
FDN01,,9,176.937,3,4,352.874
FDC29,8.39,8,112.6176,3,1,2175.8344
FDC48,9.195,6,81.6592,3,1,1403.5064
DRF27,8.93,1,152.334,3,1,2143.876
NCB55,15.7,5,59.2562,2,1,296.281
NCX30,16.7,5,246.3776,,1,1981.4208
DRN36,,2,95.0752,1,3,2588.6304
FDP08,20.5,4,194.1478,,1,2906.217
NCD31,,5,163.7526,1,3,1973.4312
FDK45,11.65,16,112.286,,1,452.744
DRE49,20.75,2,153.5024,1,1,2428.8384
FDU52,,8,157.563,1,3,1721.093
FDD53,16.2,8,41.7454,,4,83.8908
FDF11,10.195,15,239.4538,,1,4566.7222
NCR30,,5,73.4696,3,4,298.2784
FDD03,13.3,1,233.03,2,1,5359.69
FDF09,6.215,4,37.4848,1,1,111.8544
FDS33,6.67,7,90.5514,1,2,974.0654
FDK03,12.6,1,255.5356,,1,9664.7528
FDD29,12.15,8,254.7698,3,1,5834.4054
FDD02,16.6,11,117.2124,1,1,1422.1488
FDF29,,8,128.131,1,3,1687.803
FDP59,20.85,12,103.6648,3,1,2285.0256
NCN17,11,13,101.7358,3,1,1508.037
NCM55,15.6,14,185.5924,1,1,3146.5708
FDD39,,1,217.685,3,4,432.77
FDS02,10.195,1,194.5794,,1,4096.6674
FDN16,12.6,8,105.099,,1,1444.786
FDM21,20.2,7,255.7646,1,1,5410.9566
FDJ04,18,8,116.5124,1,2,355.5372
FDT50,6.75,1,96.7752,1,1,1342.2528
FDM27,12.35,3,158.1946,1,2,1104.5622
FDT19,7.59,4,173.108,,1,2077.296
FDQ39,14.8,3,190.5846,1,1,3630.6074
NCU30,5.11,5,161.721,3,1,2446.815
FDY27,6.38,1,177.4344,3,1,1784.344
FDW14,8.3,1,87.7198,3,1,1569.9564
FDJ21,16.7,7,143.8102,,1,4811.7366
FDX47,,12,156.5288,1,3,4870.9928
FDK56,9.695,4,185.2898,,1,3367.6164
NCN05,8.235,13,184.795,3,1,1464.76
FDC26,10.195,11,112.1886,3,1,667.1316
FDT14,10.695,1,119.244,2,1,3475.476
FDS36,8.38,6,109.857,3,1,2306.997
FDR48,11.65,6,153.0024,,4,455.4072
FDM04,9.195,8,52.0666,3,1,615.1992
FDZ37,8.1,11,88.6198,3,1,1569.9564
FDE46,18.6,7,152.9366,,1,453.4098
NCQ53,17.6,13,234.659,3,1,8508.924
NCN42,20.25,5,148.0418,1,2,1177.1344
DRH11,5.98,10,53.3614,1,1,331.5684
NCI42,18.75,5,207.8954,1,1,2292.3494
FDT07,5.82,4,255.333,,1,4870.327
DRL60,8.52,2,153.3682,3,1,914.8092
FDG20,15.5,4,178.4028,1,2,1239.7196
FDF56,16.7,4,182.7976,3,1,1810.976
FDV33,9.6,7,258.1304,1,2,2324.9736
NCF31,9.13,5,151.4024,1,1,1973.4312
FDD59,10.5,15,78.296,3,1,1438.128
FDQ52,17,8,249.7434,1,1,4221.8378
FDP09,,7,211.6902,1,3,4247.804
FDK24,9.195,6,46.4744,3,1,950.7624
NCA18,10.1,5,117.8492,3,1,1621.8888
NCE07,8.18,5,140.5154,,1,1701.7848
FDM45,8.655,7,122.6756,3,1,2302.3364
FDQ32,17.85,4,122.9388,3,1,3095.97
FDI34,10.65,7,229.8668,3,1,4146.6024
FDE14,13.65,11,99.27,2,1,2596.62
DRF37,17.25,2,261.191,,1,3155.892
FDW44,9.5,4,169.7448,,1,3579.3408
FDC59,16.7,15,63.6168,1,1,1342.2528
NCI29,8.6,13,141.1154,,4,425.4462
FDV38,19.25,1,54.3956,1,2,1201.1032
FDZ49,11,11,222.0798,2,1,2864.9374
DRD49,9.895,2,237.7564,,1,3813.7024
FDA02,14,1,143.4786,3,1,1589.2646
FDX20,7.365,4,226.972,1,2,3848.324
FDS24,20.85,6,90.2514,2,1,619.8598
FDI58,7.64,7,93.412,3,1,1491.392
FDQ60,,6,121.2098,3,4,120.5098
FDJ27,17.7,3,103.3674,1,1,2546.685
FDV27,7.97,3,90.4514,,1,1328.271
NCL41,12.35,13,33.1216,3,1,519.324
NCP29,8.42,13,63.2168,3,1,703.0848
FDC45,,4,170.3106,1,3,3422.212
FDN33,6.305,7,93.2436,2,1,2079.9592
DRC01,5.92,2,49.8692,,1,1133.1916
FDL57,15.1,7,260.2304,,1,4908.2776
NCF42,17.35,5,177.5712,,4,527.3136
FDG50,7.405,11,89.9146,3,1,1550.6482
FDH22,6.405,7,128.7678,1,1,3052.0272
FDO36,19.7,6,178.066,1,1,3954.852
FDY04,17.7,8,162.721,1,2,978.726
FDZ09,17.6,7,161.8868,3,1,4094.67
FDH28,15.85,8,39.7506,1,1,721.0614
FDN32,17.5,4,185.1266,1,1,4795.0916
DRJ37,,2,150.8024,1,3,3339.6528
FDE57,9.6,4,140.8154,,1,1843.6002
FDG05,11,8,158.063,,1,2659.871
FDI09,20.75,16,240.188,1,2,5992.2
DRD12,,2,89.4146,1,3,2645.2234
FDD02,16.6,11,118.0124,,4,592.562
FDI36,12.5,6,199.7426,3,1,593.2278
DRK39,7.02,1,82.425,1,1,1414.825
FDH44,19.1,4,147.6418,3,1,1471.418
FDS56,5.785,4,262.6252,1,1,524.6504
DRJ59,11.65,10,40.3164,,1,502.0132
NCA30,19,5,190.1872,,4,567.2616
FDF17,5.19,8,197.811,,1,2946.165
NCX18,14.15,5,196.311,3,1,3338.987
NCO53,16.2,13,183.7608,1,2,2940.1728
FDT23,7.72,12,78.8986,1,1,623.1888
NCJ19,18.6,14,56.2588,3,1,1030.6584
FDI05,8.35,8,76.5354,,1,1805.6496
NCJ19,18.6,14,55.6588,,4,114.5176
NCS29,,13,264.0884,1,3,4504.8028
NCC06,19,5,129.8336,2,1,3451.5072
FDJ12,8.895,6,207.4296,,1,2492.7552
FDW48,18,6,78.5618,2,1,402.809
